protein1	protein2
P62750	P61513
P62750	Q15029
P62750	P62910
P62750	P62851
P62750	Q6RFH5
P62750	Q6DKI1
P62750	Q8IY81
P62750	Q9P0J6
P62750	P56182
P62750	P60866
P62750	P05388
P62750	P32969
P62750	Q96RP9
P62750	P46783
P62750	Q07020
P62750	O94822
P62750	Q96D46
P62750	P61254
P62750	Q96IZ7
P62750	Q5JPH6
P62750	P78345
P62750	Q9NVX2
P62750	P39019
P62750	Q9NRP0
P62750	P47914
P62750	P62841
P62750	P46782
P62750	Q02878
Q9Y3D5	P82673
Q9Y3D5	Q9BYC8
Q9Y3D5	Q4U2R6
Q9Y3D5	Q9Y2R9
Q9Y3D5	Q9BQ48
Q9Y3D5	Q9BYD3
Q9Y3D5	Q96EY7
Q9Y3D5	Q96EL3
Q9Y3D5	Q9H9J2
Q9Y3D5	P62917
Q9Y3D5	P09001
Q9Y3D5	P82675
Q9Y3D5	Q13405
Q9Y3D5	Q9Y2R5
Q9Y3D5	Q9NRX2
Q9Y3D5	Q7Z7H8
Q9Y3D5	O15235
Q9Y3D5	Q96EL2
Q9Y3D5	Q92665
Q9Y3D5	Q8TAE8
Q9Y3D5	Q6P161
Q9Y3D5	P04179
Q9Y3D5	Q9BYN8
Q9Y3D5	Q9NX20
Q9Y3D5	Q9Y6G3
Q9Y3D5	Q96C28
Q9Y3D5	Q9NVS2
Q9Y3D5	Q9P0J6
Q9Y3D5	Q9Y291
Q9Y3D5	Q5T653
Q9Y3D5	Q9BYC9
Q9Y3D5	Q9H2W6
Q9Y3D5	Q7Z2W9
Q9Y3D5	Q9NWT8
Q9Y3D5	Q9Y3D3
Q9Y3D5	P82914
Q9Y3D5	Q9Y399
Q9Y3D5	Q9NZE8
Q9Y3D5	Q6P1L8
Q9Y3D5	P62829
Q9Y3D5	Q6PF06
Q9Y3D5	P62277
Q9Y3D5	Q9NP92
Q9Y3D5	Q9BQC6
Q9Y3D5	P46781
Q9Y3D5	Q8TCC3
Q9Y3D5	Q9BYD1
Q9Y3D5	Q9BZE1
Q9Y3D5	P46782
Q9Y3D5	Q8IXM3
Q9Y3D5	Q02878
P36578	Q05639
P36578	P60228
P36578	P22087
P36578	Q9BYC8
P36578	P60468
P36578	Q9Y5J1
P36578	P84098
P36578	Q13601
P36578	P25398
P36578	P42285
P36578	O43818
P36578	O00566
P36578	Q9Y2R9
P36578	Q9NZM5
P36578	P62249
P36578	O43159
P36578	Q9NQZ2
P36578	Q9Y221
P36578	P05198
P36578	Q9H0A0
P36578	P42766
P36578	Q9GZL7
P36578	Q9NYH9
P36578	P62917
P36578	Q9NVP1
P36578	P46199
P36578	Q9Y2X3
P36578	Q9H089
P36578	Q9GZS3
P36578	Q92901
P36578	P62280
P36578	P82675
P36578	P61927
P36578	Q9BRX2
P36578	Q9BYG3
P36578	Q6ZNA5
P36578	Q9HBH1
P36578	Q9NRX2
P36578	O60841
P36578	P04843
P36578	Q96EH5
P36578	P62266
P36578	Q8TED0
P36578	P06748
P36578	Q96L21
P36578	Q9H9S3
P36578	Q9UQ80
P36578	P46781
P36578	P49458
P36578	Q9BYD1
P36578	P13639
P36578	Q9UNX4
P36578	P61313
P36578	P63173
P36578	P62633
P36578	P40425
P36578	P62891
P36578	P18124
P36578	Q8NI36
P36578	Q01780
P36578	Q969X6
P36578	P62424
P36578	Q8IWA0
P36578	O76021
P36578	Q9H7B2
P36578	Q13901
P36578	Q9P0K9
P36578	Q9Y3A2
P36578	O00567
P36578	Q15397
P36578	Q71UM5
P36578	P09132
P36578	P62277
P36578	Q9Y3U8
P36578	Q9BVP2
P36578	Q14137
P36578	O95478
P36578	P61513
P36578	Q9UKD2
P36578	Q13823
P36578	P47813
P36578	Q8WTT2
P36578	P36915
P36578	Q6P5R6
P36578	Q14978
P36578	O75683
P36578	P62851
P36578	P46777
P36578	Q6DKI1
P36578	Q7L2H7
P36578	Q8IY81
P36578	Q9GZR7
P36578	Q9P0J6
P36578	Q14692
P36578	P05388
P36578	P05386
P36578	P50914
P36578	P32969
P36578	P62241
P36578	Q9H9Y2
P36578	Q7Z2W9
P36578	P46783
P36578	Q07020
P36578	Q9Y3D3
P36578	Q9Y3B9
P36578	Q6PGP7
P36578	Q96IZ7
P36578	P68104
P36578	Q9NVU7
P36578	Q8TDN6
P36578	P39019
P36578	Q8N4P3
P36578	Q9BQG0
P36578	P46782
P36578	Q12788
P36578	O15213
P36578	Q9BXY0
P36578	Q15050
P36578	Q9NVN8
P36578	P56537
P36578	P27635
P36578	Q14684
P36578	P08865
P36578	Q8NC51
P36578	P62888
P36578	P62847
P36578	P62829
P36578	P62753
P36578	Q9NU22
P36578	Q9H583
P36578	Q9BZE4
P36578	Q15477
P36578	Q92979
P36578	Q8N1I0
P36578	Q9BYD6
P36578	O15235
P36578	Q14152
P36578	P62910
P36578	O00488
P36578	P62906
P36578	Q96GA3
P36578	P55769
P36578	Q6RFH5
P36578	P62263
P36578	P05141
P36578	P26639
P36578	Q6W5P4
P36578	P78316
P36578	P60866
P36578	P35268
P36578	P63220
P36578	Q8NA23
P36578	Q5T653
P36578	P30050
P36578	P49411
P36578	O00541
P36578	Q9BYC9
P36578	P40429
P36578	Q96D46
P36578	P61254
P36578	P82914
P36578	P62854
P36578	Q9NVX2
P36578	P46087
P36578	Q5QJE6
P36578	P47914
P36578	P62841
P36578	Q02878
P36578	Q96ME7
P62888	Q05639
P62888	P60468
P62888	P84098
P62888	P25398
P62888	P42285
P62888	Q9Y2R9
P62888	Q9NZM5
P62888	P62249
P62888	Q9BYD3
P62888	Q9Y221
P62888	Q9NZL4
P62888	Q9NY93
P62888	Q96G21
P62888	P42766
P62888	Q9GZL7
P62888	P62917
P62888	Q9NVP1
P62888	P46199
P62888	Q9Y2X3
P62888	P09001
P62888	Q9H089
P62888	Q9GZS3
P62888	Q7Z2Z2
P62888	Q92901
P62888	P62280
P62888	P82675
P62888	P61927
P62888	Q9BRX2
P62888	Q9NX24
P62888	Q9BYG3
P62888	O60841
P62888	Q8TCJ2
P62888	P04843
P62888	Q96EH5
P62888	P62266
P62888	Q96L21
P62888	O60524
P62888	Q9H9S3
P62888	Q9NX20
P62888	Q9UQ80
P62888	P46781
P62888	P49458
P62888	Q9BYD1
P62888	P47897
P62888	P13639
P62888	P61313
P62888	P63173
P62888	Q969S3
P62888	Q9BYD6
P62888	Q15050
P62888	Q71UM5
P62888	Q15361
P62888	Q9NZJ9
P62888	Q9NVN8
P62888	Q8TDN6
P62888	P68104
P62888	Q14684
P62888	P18124
P62888	P63220
P62888	P05386
P62888	P08865
P62888	Q6P5R6
P62888	P35268
P62888	O00541
P62888	Q13901
P62888	Q9NVU7
P62888	P62854
P62888	Q6PGP7
P62888	Q9BXY0
P62888	Q9BZE4
P62888	P30050
P62888	P62891
P62888	P07814
P62888	Q9Y450
P62888	Q9NU22
P62888	P46777
P62888	Q9H9Y2
P62888	Q8NC51
P62888	Q8WTT2
P62888	Q9Y399
P62888	O95793
P62888	P62424
P62888	Q13823
P62888	P82914
P62888	P62906
P62888	Q8NA23
P62888	O00488
P62888	P56537
P62888	Q9UKD2
P62888	Q5JVS0
P62888	Q15477
P62888	Q96G61
P62888	Q8NFP7
P62888	P36915
P62888	Q01780
P62888	P50583
P62888	P62753
P62888	Q6W5P4
P62888	P46087
P62888	Q5T653
P62888	P40429
P62888	P46977
P62888	Q9H173
P62888	P50914
P62888	P62241
P62888	P55769
P62888	O15235
P62888	P62263
P62888	P42696
P62888	Q15029
P62888	Q5JPH6
P62888	Q9BVP2
P62888	Q8IY81
P62888	P32969
P62888	Q9H7B2
P62888	Q02878
P62888	Q8N1I0
P62888	P62633
P62888	P27635
P62888	Q9NVX2
P62888	P62847
P62888	P62910
P62888	P56182
P62888	P61513
P62888	Q6DKI1
P62888	P47914
P62888	Q96D46
P62888	Q96RP9
P62888	P62829
P62888	P09132
P62888	Q9NRP0
P62888	H3BMG3
P62888	Q96GQ7
P62888	O76021
P62888	P0C6T2
P62888	O95989
P62888	P62277
P62888	Q9Y3U8
P62888	Q14137
P62888	O95478
P62888	P62851
P62888	Q6RFH5
P62888	P60866
P62888	P05388
P62888	P46783
P62888	Q07020
P62888	O94822
P62888	P61254
P62888	Q96IZ7
P62888	P78345
P62888	P39019
P62888	P62841
P62888	P46782
P62847	Q05639
P62847	P60228
P62847	P22087
P62847	P60468
P62847	Q9Y5J1
P62847	P84098
P62847	Q13601
P62847	P25398
P62847	Q13895
P62847	O43818
P62847	O60739
P62847	O00566
P62847	Q9Y2R9
P62847	Q9UBQ5
P62847	P62249
P62847	Q9BYD3
P62847	Q9NQZ2
P62847	Q9NZL4
P62847	P05198
P62847	Q9H0A0
P62847	Q96G21
P62847	P42766
P62847	O00442
P62847	Q9NYH9
P62847	P62917
P62847	P46199
P62847	Q9NRX1
P62847	Q9Y2X3
P62847	P09001
P62847	Q9GZS3
P62847	Q92901
P62847	P62280
P62847	P41214
P62847	P82675
P62847	P61927
P62847	Q9BRX2
P62847	Q9NX24
P62847	O43583
P62847	Q9BVS4
P62847	Q9BYG3
P62847	Q6ZNA5
P62847	O60841
P62847	Q15269
P62847	Q96EH5
P62847	P62266
P62847	Q8TED0
P62847	Q9H6R4
P62847	Q96L21
P62847	Q9H9S3
P62847	Q9NX20
P62847	Q2NL82
P62847	P46781
P62847	Q9BYD1
P62847	P47897
P62847	P13639
P62847	Q9UNX4
P62847	Q9BRU9
P62847	P61313
P62847	P63173
P62847	Q8IWA0
P62847	Q9BYD6
P62847	Q9Y3A4
P62847	Q969X6
P62847	Q9BVI4
P62847	Q71UM5
P62847	Q99613
P62847	P68104
P62847	P18124
P62847	P20671
P62847	Q8IYD1
P62847	Q9Y324
P62847	P63220
P62847	P05386
P62847	P08865
P62847	Q6P5R6
P62847	P35268
P62847	P62854
P62847	Q6PGP7
P62847	P55884
P62847	P30050
P62847	P62891
P62847	Q9H583
P62847	P07814
P62847	Q96GA3
P62847	Q9Y450
P62847	Q14152
P62847	P46777
P62847	Q9H9Y2
P62847	Q8NC51
P62847	Q9Y399
P62847	P62424
P62847	Q9Y3A2
P62847	P82914
P62847	P62906
P62847	Q8NA23
P62847	P56537
P62847	Q14692
P62847	O15213
P62847	Q9UKD2
P62847	Q5JVS0
P62847	Q15477
P62847	P47813
P62847	P62753
P62847	B5ME19
P62847	O00567
P62847	Q6W5P4
P62847	Q9BSC4
P62847	Q9Y2P8
P62847	Q5T653
P62847	P40429
P62847	Q9BVJ6
P62847	Q9H173
P62847	P50914
P62847	P62241
P62847	P55769
P62847	Q15061
P62847	O15235
P62847	P62263
P62847	Q8NEJ9
P62847	Q5JPH6
P62847	Q9BVP2
P62847	P15170
P62847	P32969
P62847	Q02878
P62847	Q8N1I0
P62847	P78316
P62847	Q5QJE6
P62847	P27635
P62847	Q12788
P62847	Q8NI36
P62847	H3BMG3
P62847	O00303
P62847	O76021
P62847	Q9P0K9
P62847	P62829
P62847	Q5TAP6
P62847	P09132
P62847	P62277
P62847	Q9Y3U8
P62847	Q92979
P62847	O15372
P62847	O95478
P62847	P41567
P62847	P61513
P62847	P62910
P62847	P62851
P62847	Q6DKI1
P62847	Q7L2H7
P62847	P60866
P62847	P05388
P62847	Q9BY44
P62847	P46783
P62847	Q07020
P62847	P61254
P62847	A6NHQ2
P62847	Q96IZ7
P62847	Q9Y262
P62847	P78345
P62847	P39019
P62847	P47914
P62847	P62841
P62847	P46782
Q9BYD3	P82673
Q9BYD3	Q13084
Q9BYD3	P60228
Q9BYD3	Q9BYC8
Q9BYD3	P60468
Q9BYD3	Q9Y5J1
Q9BYD3	P84098
Q9BYD3	Q4U2R6
Q9BYD3	O43818
Q9BYD3	Q9NYY8
Q9BYD3	O00566
Q9BYD3	Q9Y2R9
Q9BYD3	Q9BQ48
Q9BYD3	Q12788
Q9BYD3	Q8TED0
Q9BYD3	O15213
Q9BYD3	Q9NYH9
Q9BYD3	Q9Y2Z4
Q9BYD3	Q8NI36
Q9BYD3	P56537
Q9BYD3	Q969X6
Q9BYD3	Q8IWA0
Q9BYD3	Q96CM3
Q9BYD3	Q9UNX4
Q9BYD3	Q96EH3
Q9BYD3	O43824
Q9BYD3	Q9Y3A2
Q9BYD3	Q9NRX2
Q9BYD3	P42766
Q9BYD3	Q9NZE8
Q9BYD3	P62917
Q9BYD3	P62829
Q9BYD3	P62753
Q9BYD3	Q7Z7H8
Q9BYD3	Q71UM5
Q9BYD3	P09132
Q9BYD3	P62277
Q9BYD3	Q9NP92
Q9BYD3	Q9Y3U8
Q9BYD3	P63173
Q9BYD3	P05198
Q9BYD3	Q9H583
Q9BYD3	P46781
Q9BYD3	Q92979
Q9BYD3	P46199
Q9BYD3	O95478
Q9BYD3	Q9NQZ2
Q9BYD3	Q96EY7
Q9BYD3	Q9BYD6
Q9BYD3	P61513
Q9BYD3	Q9HBH1
Q9BYD3	Q9UKD2
Q9BYD3	O15235
Q9BYD3	Q96EL2
Q9BYD3	Q92665
Q9BYD3	P09001
Q9BYD3	P62266
Q9BYD3	P47813
Q9BYD3	Q14152
Q9BYD3	Q8TAE8
Q9BYD3	Q6P5R6
Q9BYD3	Q6P161
Q9BYD3	P62910
Q9BYD3	Q9BYN8
Q9BYD3	Q9NX20
Q9BYD3	P62906
Q9BYD3	Q96E29
Q9BYD3	Q96GA3
Q9BYD3	P62851
Q9BYD3	Q9Y6G3
Q9BYD3	P62263
Q9BYD3	P46777
Q9BYD3	P61313
Q9BYD3	Q7L2H7
Q9BYD3	Q9NVS2
Q9BYD3	P78316
Q9BYD3	Q9P0J6
Q9BYD3	Q9Y291
Q9BYD3	Q9NUL7
Q9BYD3	P60866
Q9BYD3	P35268
Q9BYD3	Q14692
Q9BYD3	P63220
Q9BYD3	Q8NA23
Q9BYD3	P05388
Q9BYD3	Q5T653
Q9BYD3	P05386
Q9BYD3	P30050
Q9BYD3	P32969
Q9BYD3	P62241
Q9BYD3	Q9Y2R5
Q9BYD3	P49411
Q9BYD3	Q9BYC9
Q9BYD3	Q9H2W6
Q9BYD3	Q7Z2W9
Q9BYD3	P40429
Q9BYD3	Q9H0A0
Q9BYD3	Q07020
Q9BYD3	Q9NWT8
Q9BYD3	Q9Y3D3
Q9BYD3	Q9NYK5
Q9BYD3	Q96EL3
Q9BYD3	Q9H9J2
Q9BYD3	O14561
Q9BYD3	P82914
Q9BYD3	P62854
Q9BYD3	Q9Y399
Q9BYD3	Q6P1L8
Q9BYD3	Q13405
Q9BYD3	O60841
Q9BYD3	P82675
Q9BYD3	Q9BQC6
Q9BYD3	P39019
Q9BYD3	Q8TCC3
Q9BYD3	Q9BYD1
Q9BYD3	Q5QJE6
Q9BYD3	Q8N4P3
Q9BYD3	P47914
Q9BYD3	P62841
Q9BYD3	Q9BZE1
Q9BYD3	Q9H9S3
Q9BYD3	P46782
Q9BYD3	P62280
Q9BYD3	Q8IXM3
Q9NRX2	P82673
Q9NRX2	Q13084
Q9NRX2	Q9BYC8
Q9NRX2	Q9NW08
Q9NRX2	Q4U2R6
Q9NRX2	Q9Y2R9
Q9NRX2	P62249
Q9NRX2	Q9BQ48
Q9NRX2	Q9H3J6
Q9NRX2	Q96EY7
Q9NRX2	Q9NZL4
Q9NRX2	Q96EL3
Q9NRX2	Q9H9J2
Q9NRX2	P42766
Q9NRX2	P62917
Q9NRX2	P46199
Q9NRX2	P09001
Q9NRX2	Q7Z2Z2
Q9NRX2	Q92901
Q9NRX2	P62280
Q9NRX2	P82675
Q9NRX2	Q13405
Q9NRX2	Q9Y2R5
Q9NRX2	Q9HBH1
Q9NRX2	Q9H173
Q9NRX2	P18124
Q9NRX2	H3BMG3
Q9NRX2	P27635
Q9NRX2	Q96EH3
Q9NRX2	O43824
Q9NRX2	P08240
Q9NRX2	P08865
Q9NRX2	Q9NZE8
Q9NRX2	P62829
Q9NRX2	Q7Z7H8
Q9NRX2	P62277
Q9NRX2	Q96L21
Q9NRX2	Q9NP92
Q9NRX2	P46781
Q9NRX2	Q9UGC7
Q9NRX2	Q9BYD6
Q9NRX2	Q9UKD2
Q9NRX2	O15235
Q9NRX2	Q96EL2
Q9NRX2	Q92665
Q9NRX2	P62266
Q9NRX2	Q8TAE8
Q9NRX2	Q15029
Q9NRX2	Q6P161
Q9NRX2	O14802
Q9NRX2	Q9BYN8
Q9NRX2	Q9NX20
Q9NRX2	P62906
Q9NRX2	Q9Y6G3
Q9NRX2	P62263
Q9NRX2	P46777
Q9NRX2	Q6DKI1
Q9NRX2	Q6W5P4
Q9NRX2	Q9NVS2
Q9NRX2	Q9P0J6
Q9NRX2	Q9Y291
Q9NRX2	P63241
Q9NRX2	P60866
Q9NRX2	P05388
Q9NRX2	Q5T653
Q9NRX2	P30050
Q9NRX2	P32969
Q9NRX2	Q9GZV4
Q9NRX2	P13639
Q9NRX2	Q96RP9
Q9NRX2	P49411
Q9NRX2	Q9BYC9
Q9NRX2	Q9H2W6
Q9NRX2	Q7Z2W9
Q9NRX2	P40429
Q9NRX2	Q9NWT8
Q9NRX2	Q9Y3D3
Q9NRX2	Q9NYK5
Q9NRX2	P61254
Q9NRX2	O14561
Q9NRX2	P82914
Q9NRX2	Q99623
Q9NRX2	Q9Y399
Q9NRX2	Q6P1L8
Q9NRX2	O60841
Q9NRX2	Q9BQC6
Q9NRX2	Q8TCC3
Q9NRX2	Q9BYD1
Q9NRX2	Q8N4P3
Q9NRX2	P62841
Q9NRX2	Q9BZE1
Q9NRX2	Q9H9S3
Q9NRX2	P46782
Q9NRX2	Q8IXM3
P42766	Q9BYC8
P42766	P60468
P42766	P84098
P42766	P25398
P42766	P42285
P42766	Q9Y2R9
P42766	Q9NZM5
P42766	P62249
P42766	Q9H3J6
P42766	Q9Y221
P42766	Q9NZL4
P42766	Q9H173
P42766	Q9UQ80
P42766	P62891
P42766	P18124
P42766	Q9BXY0
P42766	Q15050
P42766	Q01780
P42766	Q9GZL7
P42766	H3BMG3
P42766	P56537
P42766	P27635
P42766	Q9GZS3
P42766	P62424
P42766	Q9H7B2
P42766	Q13901
P42766	O43824
P42766	P07814
P42766	Q9P2K2
P42766	P08240
P42766	Q9BYG3
P42766	Q14684
P42766	Q9BRX2
P42766	P08865
P42766	Q8NC51
P42766	Q9NX24
P42766	P62917
P42766	P62829
P42766	P62753
P42766	Q71UM5
P42766	P62277
P42766	Q96L21
P42766	Q9Y3U8
P42766	Q9NU22
P42766	P47897
P42766	P63173
P42766	P46781
P42766	Q9BZE4
P42766	Q14137
P42766	Q15477
P42766	Q9UGC7
P42766	Q8N1I0
P42766	P46199
P42766	O95478
P42766	Q9BYD6
P42766	P61513
P42766	Q9HBH1
P42766	Q9UKD2
P42766	O15235
P42766	P09001
P42766	P62266
P42766	P30613
P42766	Q13823
P42766	Q8WTT2
P42766	P36915
P42766	Q15029
P42766	Q6P5R6
P42766	P62910
P42766	O00488
P42766	Q9NX20
P42766	P62906
P42766	O75683
P42766	P55769
P42766	P49458
P42766	P62851
P42766	Q6RFH5
P42766	P62263
P42766	P46777
P42766	Q6DKI1
P42766	Q96EH5
P42766	P61313
P42766	Q8IY81
P42766	Q6W5P4
P42766	Q9P0J6
P42766	P63241
P42766	P60866
P42766	P35268
P42766	P63220
P42766	Q8NA23
P42766	P05388
P42766	Q5T653
P42766	P05386
P42766	P50914
P42766	P30050
P42766	P32969
P42766	P62241
P42766	Q9GZV4
P42766	P13639
P42766	Q96RP9
P42766	Q9H9Y2
P42766	P49411
P42766	Q9BYC9
P42766	O00541
P42766	Q7Z2W9
P42766	P40429
P42766	P46783
P42766	Q07020
P42766	Q9Y3D3
P42766	Q96D46
P42766	Q9Y3B9
P42766	P04843
P42766	P61254
P42766	Q7Z2Z2
P42766	Q6PGP7
P42766	Q96IZ7
P42766	P14618
P42766	P82914
P42766	Q9NVP1
P42766	P62854
P42766	Q9Y399
P42766	P68104
P42766	O60841
P42766	Q5JPH6
P42766	P78345
P42766	P61927
P42766	P82675
P42766	Q9NVU7
P42766	Q9NVX2
P42766	P46087
P42766	Q9H089
P42766	Q8TDN6
P42766	P39019
P42766	Q9BYD1
P42766	Q9NRP0
P42766	Q8N4P3
P42766	P47914
P42766	P62841
P42766	Q92901
P42766	Q9H9S3
P42766	P46782
P42766	P62280
P42766	Q02878
Q9NZE8	P82673
Q9NZE8	Q13084
Q9NZE8	Q9BYC8
Q9NZE8	Q4U2R6
Q9NZE8	Q9Y2R9
Q9NZE8	Q9BQ48
Q9NZE8	Q96EY7
Q9NZE8	Q96EL3
Q9NZE8	Q9H9J2
Q9NZE8	P09001
Q9NZE8	P82675
Q9NZE8	Q13405
Q9NZE8	Q9Y2R5
Q9NZE8	Q7Z7H8
Q9NZE8	Q9NX20
Q9NZE8	Q9NYK5
Q9NZE8	Q9BYD1
Q9NZE8	Q9BQC6
Q9NZE8	Q9H2W6
Q9NZE8	Q9BYD6
Q9NZE8	Q92665
Q9NZE8	Q96EL2
Q9NZE8	Q8TAE8
Q9NZE8	Q6P161
Q9NZE8	Q8TCC3
Q9NZE8	O15235
Q9NZE8	Q9BYN8
Q9NZE8	Q9Y6G3
Q9NZE8	Q9NVS2
Q9NZE8	Q9P0J6
Q9NZE8	Q9Y291
Q9NZE8	Q5T653
Q9NZE8	Q96EH3
Q9NZE8	Q9BYC9
Q9NZE8	Q7Z2W9
Q9NZE8	Q9NWT8
Q9NZE8	Q9Y3D3
Q9NZE8	O14561
Q9NZE8	P82914
Q9NZE8	Q9Y399
Q9NZE8	Q6P1L8
Q9NZE8	Q9NP92
Q9NZE8	Q9BZE1
Q9NZE8	Q8IXM3
P62917	Q05639
P62917	Q9BYC8
P62917	P60468
P62917	P84098
P62917	P25398
P62917	O43167
P62917	P42285
P62917	Q9Y2R9
P62917	Q9NZM5
P62917	P62249
P62917	Q9H3J6
P62917	O43159
P62917	P50583
P62917	P62633
P62917	P62891
P62917	P18124
P62917	Q01780
P62917	Q49A26
P62917	Q9GZS3
P62917	P62424
P62917	Q8NFP7
P62917	P0C6T2
P62917	O95793
P62917	Q9H7B2
P62917	Q13901
P62917	Q8TAM6
P62917	Q9H6W3
P62917	Q9BYG3
P62917	Q9BRX2
P62917	Q9P0K9
P62917	Q15397
P62917	P17097
P62917	Q71UM5
P62917	P09132
P62917	P62277
P62917	Q9Y3U8
P62917	P63173
P62917	Q9BVP2
P62917	Q9UGC7
P62917	P46199
P62917	O95478
P62917	P61513
P62917	Q9HBH1
P62917	Q9UKD2
P62917	P62266
P62917	Q13823
P62917	P36915
P62917	Q6P5R6
P62917	Q6ZNA5
P62917	P49458
P62917	P62851
P62917	P46777
P62917	O96028
P62917	Q6DKI1
P62917	Q96EH5
P62917	Q8IY81
P62917	Q9NZJ9
P62917	Q9NVS2
P62917	Q9P0J6
P62917	P63241
P62917	Q96G61
P62917	P05388
P62917	P05386
P62917	P50914
P62917	P32969
P62917	P62241
P62917	Q8TCJ2
P62917	Q7Z2W9
P62917	P46783
P62917	Q07020
P62917	P15170
P62917	Q9Y3D3
P62917	Q6PGP7
P62917	Q96IZ7
P62917	P14618
P62917	P68104
P62917	O60841
P62917	P61927
P62917	P82675
P62917	Q9NVU7
P62917	Q9H089
P62917	P39019
P62917	Q9NRP0
P62917	Q8N4P3
P62917	Q92901
P62917	P46782
P62917	P42696
P62917	Q9UQ80
P62917	Q15050
P62917	Q9NVN8
P62917	P56537
P62917	P27635
P62917	Q6PK04
P62917	O95989
P62917	Q9Y450
P62917	Q9NQX1
P62917	P08240
P62917	P08865
P62917	Q8NC51
P62917	P62829
P62917	P62753
P62917	P46977
P62917	Q96L21
P62917	Q9NU22
P62917	P46781
P62917	Q9BZE4
P62917	Q15477
P62917	Q8N1I0
P62917	Q9BW71
P62917	Q9BYD6
P62917	Q9Y5M8
P62917	O15235
P62917	P09001
P62917	P30613
P62917	P19338
P62917	Q9GZR2
P62917	P62910
P62917	O00488
P62917	P62906
P62917	P62263
P62917	P61313
P62917	Q6W5P4
P62917	P60866
P62917	P35268
P62917	P63220
P62917	Q8NA23
P62917	P30050
P62917	Q9GZV4
P62917	P13639
P62917	P49411
P62917	Q9BYC9
P62917	O00541
P62917	P40429
P62917	Q5JVS0
P62917	Q8NDF8
P62917	P06748
P62917	O94822
P62917	Q96D46
P62917	P04843
P62917	P61254
P62917	P82914
P62917	Q9NVP1
P62917	P62854
P62917	Q9NVX2
P62917	P46087
P62917	O60524
P62917	Q9BYD1
P62917	P47914
P62917	P62841
P62917	Q9H9S3
P62917	P62280
P62917	Q02878
P62917	Q96ME7
P62829	Q05639
P62829	Q9BYC8
P62829	P60468
P62829	P84098
P62829	P25398
P62829	P42285
P62829	Q8NHQ9
P62829	Q9Y2R9
P62829	Q9NZM5
P62829	P62249
P62829	Q9H3J6
P62829	Q9Y221
P62829	Q9NZL4
P62829	Q00987
P62829	Q9GZL7
P62829	O00410
P62829	Q9NVP1
P62829	P46199
P62829	P09001
P62829	Q9H089
P62829	Q9GZS3
P62829	Q7Z2Z2
P62829	Q92901
P62829	P62280
P62829	P82675
P62829	P61927
P62829	Q9BRX2
P62829	Q9NX24
P62829	Q9BYG3
P62829	Q9HBH1
P62829	O60841
P62829	Q8TCJ2
P62829	Q9GZV4
P62829	P04843
P62829	Q96EH5
P62829	P62266
P62829	Q96L21
P62829	O60524
P62829	Q9H9S3
P62829	Q9NX20
P62829	Q9UQ80
P62829	P46781
P62829	P49458
P62829	Q9BYD1
P62829	P47897
P62829	P13639
P62829	P61313
P62829	P63173
P62829	Q9BYD6
P62829	O43824
P62829	P14618
P62829	Q15050
P62829	P49411
P62829	P08240
P62829	Q71UM5
P62829	P63241
P62829	Q9NZJ9
P62829	Q8TDN6
P62829	P68104
P62829	Q14684
P62829	P18124
P62829	P30613
P62829	Q9BYC9
P62829	Q8IYD1
P62829	P63220
P62829	P05386
P62829	P08865
P62829	Q6P5R6
P62829	P35268
P62829	O00541
P62829	Q9NVU7
P62829	P62854
P62829	Q6PGP7
P62829	Q9BXY0
P62829	Q9BZE4
P62829	Q7Z2W9
P62829	P30050
P62829	P62891
P62829	P07814
P62829	Q9UGC7
P62829	Q9Y450
P62829	Q9P287
P62829	Q9NU22
P62829	P46777
P62829	Q9H9Y2
P62829	Q8NC51
P62829	Q8WTT2
P62829	P05141
P62829	Q9Y399
P62829	P62424
P62829	Q9NVS2
P62829	Q9Y3D3
P62829	Q13823
P62829	P82914
P62829	P62906
P62829	Q8NA23
P62829	P56537
P62829	Q9UKD2
P62829	Q5JVS0
P62829	Q15477
P62829	Q96G61
P62829	Q8NFP7
P62829	Q01780
P62829	P50583
P62829	P62753
P62829	Q6W5P4
P62829	P46087
P62829	Q5T653
P62829	P40429
P62829	P46977
P62829	Q8N4P3
P62829	Q9H173
P62829	P50914
P62829	P62241
P62829	Q8TAM6
P62829	P55769
P62829	O15235
P62829	P62263
P62829	Q15029
P62829	Q5JPH6
P62829	Q9BVP2
P62829	Q8IY81
P62829	P15170
P62829	P32969
P62829	Q9H7B2
P62829	Q02878
P62829	Q8N1I0
P62829	P27635
P62829	Q9NVX2
P62829	P62910
P62829	P61513
P62829	Q6DKI1
P62829	Q9Y5M8
P62829	Q99497
P62829	P47914
P62829	Q96D46
P62829	Q96RP9
P62829	H3BMG3
P62829	Q96GQ7
P62829	P0C6T2
P62829	O95989
P62829	P09132
P62829	P62277
P62829	Q9Y3U8
P62829	Q14137
P62829	O95478
P62829	P62851
P62829	Q6RFH5
P62829	Q9P0J6
P62829	P60866
P62829	P05388
P62829	P46783
P62829	Q07020
P62829	O94822
P62829	P61254
P62829	Q96IZ7
P62829	P78345
P62829	P39019
P62829	Q9NRP0
P62829	P62841
P62829	P46782
P62753	Q05639
P62753	P60228
P62753	P22087
P62753	P60468
P62753	Q9Y5J1
P62753	P84098
P62753	P23443
P62753	Q13601
